Nama,Kategori,Kategori_Bersih,Panjang_Pertanyaan,Panjang_Jawaban,Jumlah_Kata_Pertanyaan,Jumlah_Kata_Jawaban,Kategori_Label,absent,abstrak,aju,aju banding,akhir,aku,anggota,apa,bagaimana,bagaimana cara,bagi,baik,banding,baru,beberapa,belum,buat,bukti,bulan,camp,capstone,cara,check,check in,coding,coding camp,daily,dapat,dashboard,data,deadline,dicoding,dosen,email,form,gimana,guna,hadir,halo,hari,hasil,ikut,ilt,in,isi,izin,izin tanya,jadi,kait,kak,kalau,kapan,kelas,kemarin,kerja,kirim,konversi,konversi sks,kumpul,laku,lalu,lapor,learning,lebih,lulus,ma,materi,mau,misal,model,modul,nilai,nya,padahal,poin,program,project,reschedule,salah,sama,satu,sebut,selesai,semua,sesi,sesi ilt,sks,ss,status,supervisor,tambah,tanggal,tanya,team,tentu,terima,tetap,tim,ubah,waktu
Geraldo ,full stack development,Full Stack Development,204,445,30,62,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3263715312855903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30769494371411316,0.3213735826625049,0.0,0.0,0.20642393885501112,0.3704999108265213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.366633881197647,0.0,0.0,0.0,0.0,0.39237793478242694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39737588340551244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2633533744465255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yusril ,full stack development,Full Stack Development,292,582,42,83,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7624816241142018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19055635859491718,0.0,0.0,0.0,0.38111271718983436,0.207211718548995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24124164052751035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22458628057343255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19055635859491718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22176157293859497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zaski ,data sains,Data Sains,240,212,40,32,1,0.0,0.3047865284276763,0.0,0.0,0.0,0.6331904370090679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2825347330642336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27212692179132647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32462952077897617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3085336459501713,0.0,0.0,0.0,0.0,0.0,0.2651182858112106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2853612862705842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Syukron,full stack development,Full Stack Development,263,85,42,11,2,0.0,0.5002479287683028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22332176177614083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5196296015177158,0.2633887719587459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20430529639266795,0.0,0.0,0.0,0.0,0.0,0.23658656935073533,0.0,0.0,0.0,0.0,0.47317313870147065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1971906549331888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofia ,data sains,Data Sains,259,85,43,11,1,0.0,0.0,0.1780381469538801,0.20616539926842123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18916824284828454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17030121299289175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10426440596656697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18148883094289853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20336790264804835,0.3406024259857835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34960655186255757,0.0,0.7332179754315137,0.0,0.0
Taukhid,ai engineer,AI Engineer,142,85,20,11,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4432002564418036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3442595331036622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3663164867994872,0.0,0.0,0.0,0.0,0.39010009786876476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3934389270870187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49386117720615047,0.0,0.0,0.0,0.0,0.0,0.0
Claudia Prima,data sains,Data Sains,150,47,23,7,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3990386139069354,0.0,0.0,0.0,0.44714402293643274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22924564459737554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40303070316747924,0.0,0.0,0.0,0.0,0.0,0.3878397886818229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4357582414322815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29246905381595545,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Claudia Prima,data sains,Data Sains,63,18,12,4,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.407314146433001,0.0,0.0,0.0,0.41073324752302043,0.49048364147626383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3856916752043302,0.0,0.0,0.0,0.0,0.25146537309451883,0.0,0.0,0.0,0.0,0.0,0.46133098828438246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dina Surya Susanti,data sains,Data Sains,428,267,66,34,1,0.1770303146821871,0.0,0.1609855446577402,0.18641875159150517,0.0,0.0,0.0,0.0,0.11781574492699684,0.0,0.1749506260288781,0.0,0.17104959317941873,0.1553076416304881,0.0,0.0,0.0,0.0,0.0,0.0,0.27178874541469744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16410572002980683,0.0,0.0,0.0,0.0,0.1539896589500928,0.367778401807106,0.0,0.0,0.34209918635883746,0.0,0.0,0.0,0.15666383198236927,0.0,0.0,0.14460122204077475,0.0,0.0,0.0,0.1539896589500928,0.09427789757490349,0.0,0.0,0.0,0.0,0.0,0.1729594620777314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31900034512791536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4186970702446723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12027869732450851,0.0,0.0,0.0,0.0,0.0,0.0,0.183889200903553
Arinda ,data sains,Data Sains,254,110,35,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.8678782296791668,0.0,0.34966364766482616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2211970099279139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13990300524194937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23668912918405252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
M Rizqy Putra P,data sains,Data Sains,245,40,41,8,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30141514441299233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2537929334217259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26911680071141747,0.0,0.26673878779480015,0.0,0.0,0.49240152232640005,0.23926965093013736,0.2499064300948349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27156799463171216,0.0,0.0,0.0,0.0,0.0,0.0,0.27156799463171216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23762716971131495,0.0,0.0,0.0,0.0,0.0,0.0,0.3051208133446272,0.20478877297912418,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hilman ,full stack development,Full Stack Development,109,372,17,56,2,0.0,0.0,0.48233229590011856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39451921065122225,0.0,0.0,0.0,0.0,0.0,0.0,0.2824680618785797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47788194022512137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5509544391182353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hilman ,full stack development,Full Stack Development,179,147,37,22,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27681785339948395,0.23266660131638517,0.0,0.5110075424272034,0.2483107601324101,0.25934946357632416,0.0,0.0,0.33316949929627926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2555037712136017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24660621566400995,0.3022368380093649,0.0,0.3249238398764345,0.0,0.0,0.0,0.0,0.21252697819113542,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Buj,full stack development,Full Stack Development,165,197,29,33,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8528549677152525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.522147875647709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Arinda ,data sains,Data Sains,268,100,42,16,1,0.0,0.0,0.0,0.0,0.3204546913282463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3204546913282463,0.0,0.0,0.3130857623561345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27874722312493977,0.0,0.0,0.0,0.0,0.0,0.28611615209705155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17065887625336545,0.0,0.0,0.5574944462498795,0.3031108044379873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32439443694376396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fhazar,ai engineer,AI Engineer,149,42,24,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3743658157728946,0.0,0.0,0.0,0.0,0.0,0.30942303940150834,0.3007120785392894,0.3140802928495679,0.0,0.0,0.2017393297532773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30281979628705535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3834732638668489,0.0,0.0,0.0,0.3743658157728946,0.0,0.0,0.0,0.0,0.0,0.0,0.2986478220013048,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2573768020501861,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sahrul ,data sains,Data Sains,542,95,77,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.62502521314057,0.0,0.16891930277724443,0.0,0.0,0.0,0.14523034541207497,0.0,0.0,0.0,0.0,0.0,0.0,0.15930081381043532,0.0,0.16319884806139567,0.0,0.0,0.0,0.0,0.0,0.0,0.1674266710173231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15018483611587732,0.156861332401306,0.0,0.16456878172115974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17045786880840053,0.0,0.20834173771352332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.165977310095864,0.0,0.0,0.0,0.19652242865336292,0.16456878172115974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2570837395271801,0.41668347542704665,0.0,0.0,0.0,0.0,0.0,0.0
Revolusi,data sains,Data Sains,301,85,42,11,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45625622936440535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3459838881468938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3887904544547149,0.0,0.0,0.0,0.0,0.0,0.0,0.39886244471637844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39205406284704925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45625622936440535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lutfi ,data sains,Data Sains,127,194,17,29,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2851445388339417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6574493885596354,0.0,0.36709552120414,0.0,0.0,0.0,0.0,0.0,0.0,0.2948721612732072,0.30798076091836646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32587902624549087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.252378468636101,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Najwa ,data sains,Data Sains,197,66,31,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30184990047437016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34002724206185375,0.0,0.0,0.0,0.0,0.0,0.0,0.27312936815371863,0.2852713876750024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5500875124543089,0.3099983407682126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29928832052422966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2337690047664893,0.0,0.0,0.30720027154351265,0.0,0.0,0.0,0.0
Iqbal ,ai engineer,AI Engineer,261,66,40,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2815593072752658,0.0,0.0,0.0,0.5562795820640514,0.0,0.0,0.0,0.0,0.2135093782954983,0.2717439028771739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2781397910320257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5631186145505316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18897493234140003,0.0,0.0,0.2483355335673522,0.0,0.0,0.0,0.0
Suroso,data sains,Data Sains,233,180,38,31,1,0.0,0.0,0.0,0.0,0.0,0.3035064317806166,0.0,0.26087655844728314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7561259096770317,0.0,0.0,0.0,0.0,0.0,0.0,0.25857135927729313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2386621983078302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2335690270924462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29954564373236237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jovan ,ai engineer,AI Engineer,418,66,58,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1963569788907167,0.0,0.0,0.21360544610557333,0.0,0.5195610359435959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6692881249172254,0.0,0.0,0.0,0.0,0.0,0.0,0.17165666920663777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1550584772133545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3374531519261424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17476444954630085,0.0,0.0,0.0
Haikal,full stack development,Full Stack Development,727,66,115,9,2,0.0,0.0,0.0,0.0,0.0,0.14769352034622363,0.0,0.12694879995405522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4858600617007072,0.0,0.0,0.10914571492926811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14972516899205038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23227751738144972,0.0,0.0,0.23227751738144972,0.1236792302946711,0.22716235399241153,0.5436296608114257,0.0,0.0,0.0,0.12929808655716687,0.0,0.0,0.0,0.13448927155800147,0.0,0.0,0.0,0.0,0.14393274961915953,0.0,0.0,0.0,0.12810508646538965,0.1457661057383686,0.0,0.0,0.0,0.11613875869072486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13448927155800147,0.0,0.0,0.0,0.0,0.0,0.0,0.29538704069244726,0.0,0.09660373824687896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Peter ,data sains,Data Sains,149,88,24,15,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28540126418191347,0.0,0.0,0.2533571800488236,0.0,0.0,0.5156960090838648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28540126418191347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2358915341398926,0.0,0.15379785578960442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2601965589964388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5999659629524613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Suroso,data sains,Data Sains,242,399,40,57,1,0.0,0.0,0.0,0.0,0.0,0.3837606875037018,0.0,0.32985847066231033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32694372248673376,0.0,0.0,0.0,0.7388935830665209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3017701099987268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mayang,full stack development,Full Stack Development,232,66,28,9,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2901327843319873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27697580418834683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32086653292065886,0.7563999152321129,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21264824494993614,0.34466205413132855,0.0,0.0,0.0,0.0,0.0,0.0
Romualdus ,full stack development,Full Stack Development,394,66,59,9,2,0.0,0.0,0.5105658314545921,0.0,0.0,0.0,0.0,0.0,0.12455092141964381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18082799079319015,0.14366305069778776,0.0,0.0,0.0,0.1828470412284521,0.18495203411345718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3255855815063623,0.0,0.0,0.0,0.0,0.18495203411345718,0.33419272383971826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3255855815063623,0.0,0.0,0.0,0.0,0.0,0.0,0.3656940824569042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18945148619906488,0.0,0.0,0.0,0.16861832407665708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12715467349635376,0.0,0.0,0.0,0.0,0.17522276904726986,0.0,0.0
